sample_id,cell_id,cell_name,nwb_file_name
20180321_sample_4,IGIHL-4,sub-mouse-IGIHL_ses-20180321-sample-4_slice-20180321-slice-4_cell-20180321-sample-4_icephys,sub-mouse-IGIHL_ses-20180321-sample-4_slice-20180321-slice-4_cell-20180321-sample-4_icephys.nwb
20180321_sample_8,IGIHL-8,sub-mouse-IGIHL_ses-20180321-sample-8_slice-20180321-slice-8_cell-20180321-sample-8_icephys,sub-mouse-IGIHL_ses-20180321-sample-8_slice-20180321-slice-8_cell-20180321-sample-8_icephys.nwb
20180321_sample_9,IGIHL-9,sub-mouse-IGIHL_ses-20180321-sample-9_slice-20180321-slice-9_cell-20180321-sample-9_icephys,sub-mouse-IGIHL_ses-20180321-sample-9_slice-20180321-slice-9_cell-20180321-sample-9_icephys.nwb
20180322_sample_1,BAPWW-1,sub-mouse-BAPWW_ses-20180322-sample-1_slice-20180322-slice-1_cell-20180322-sample-1_icephys,sub-mouse-BAPWW_ses-20180322-sample-1_slice-20180322-slice-1_cell-20180322-sample-1_icephys.nwb
20180322_sample_2,BAPWW-2,sub-mouse-BAPWW_ses-20180322-sample-2_slice-20180322-slice-2_cell-20180322-sample-2_icephys,sub-mouse-BAPWW_ses-20180322-sample-2_slice-20180322-slice-2_cell-20180322-sample-2_icephys.nwb
20180322_sample_3,BAPWW-3,sub-mouse-BAPWW_ses-20180322-sample-3_slice-20180322-slice-3_cell-20180322-sample-3_icephys,sub-mouse-BAPWW_ses-20180322-sample-3_slice-20180322-slice-3_cell-20180322-sample-3_icephys.nwb
20180322_sample_4,BAPWW-4,sub-mouse-BAPWW_ses-20180322-sample-4_slice-20180322-slice-4_cell-20180322-sample-4_icephys,sub-mouse-BAPWW_ses-20180322-sample-4_slice-20180322-slice-4_cell-20180322-sample-4_icephys.nwb
20180322_sample_5,BAPWW-5,sub-mouse-BAPWW_ses-20180322-sample-5_slice-20180322-slice-5_cell-20180322-sample-5_icephys,sub-mouse-BAPWW_ses-20180322-sample-5_slice-20180322-slice-5_cell-20180322-sample-5_icephys.nwb
20180322_sample_6,BAPWW-6,sub-mouse-BAPWW_ses-20180322-sample-6_slice-20180322-slice-6_cell-20180322-sample-6_icephys,sub-mouse-BAPWW_ses-20180322-sample-6_slice-20180322-slice-6_cell-20180322-sample-6_icephys.nwb
20180322_sample_7,BAPWW-7,sub-mouse-BAPWW_ses-20180322-sample-7_slice-20180322-slice-7_cell-20180322-sample-7_icephys,sub-mouse-BAPWW_ses-20180322-sample-7_slice-20180322-slice-7_cell-20180322-sample-7_icephys.nwb
20180327_sample_1,XECLH-1,sub-mouse-XECLH_ses-20180327-sample-1_slice-20180327-slice-1_cell-20180327-sample-1_icephys,sub-mouse-XECLH_ses-20180327-sample-1_slice-20180327-slice-1_cell-20180327-sample-1_icephys.nwb
20180327_sample_2,XECLH-2,sub-mouse-XECLH_ses-20180327-sample-2_slice-20180327-slice-2_cell-20180327-sample-2_icephys,sub-mouse-XECLH_ses-20180327-sample-2_slice-20180327-slice-2_cell-20180327-sample-2_icephys.nwb
20180327_sample_3,XECLH-3,sub-mouse-XECLH_ses-20180327-sample-3_slice-20180327-slice-3_cell-20180327-sample-3_icephys,sub-mouse-XECLH_ses-20180327-sample-3_slice-20180327-slice-3_cell-20180327-sample-3_icephys.nwb
20180327_sample_4,XECLH-4,sub-mouse-XECLH_ses-20180327-sample-4_slice-20180327-slice-4_cell-20180327-sample-4_icephys,sub-mouse-XECLH_ses-20180327-sample-4_slice-20180327-slice-4_cell-20180327-sample-4_icephys.nwb
20180327_sample_5,XECLH-5,sub-mouse-XECLH_ses-20180327-sample-5_slice-20180327-slice-5_cell-20180327-sample-5_icephys,sub-mouse-XECLH_ses-20180327-sample-5_slice-20180327-slice-5_cell-20180327-sample-5_icephys.nwb
20180327_sample_6,XECLH-6,sub-mouse-XECLH_ses-20180327-sample-6_slice-20180327-slice-6_cell-20180327-sample-6_icephys,sub-mouse-XECLH_ses-20180327-sample-6_slice-20180327-slice-6_cell-20180327-sample-6_icephys.nwb
20180329_sample_1,VCACE-1,sub-mouse-VCACE_ses-20180329-sample-1_slice-20180329-slice-1_cell-20180329-sample-1_icephys,sub-mouse-VCACE_ses-20180329-sample-1_slice-20180329-slice-1_cell-20180329-sample-1_icephys.nwb
20180329_sample_2,VCACE-2,sub-mouse-VCACE_ses-20180329-sample-2_slice-20180329-slice-2_cell-20180329-sample-2_icephys,sub-mouse-VCACE_ses-20180329-sample-2_slice-20180329-slice-2_cell-20180329-sample-2_icephys.nwb
20180329_sample_3,VCACE-3,sub-mouse-VCACE_ses-20180329-sample-3_slice-20180329-slice-3_cell-20180329-sample-3_icephys,sub-mouse-VCACE_ses-20180329-sample-3_slice-20180329-slice-3_cell-20180329-sample-3_icephys.nwb
20180329_sample_4,VCACE-4,sub-mouse-VCACE_ses-20180329-sample-4_slice-20180329-slice-4_cell-20180329-sample-4_icephys,sub-mouse-VCACE_ses-20180329-sample-4_slice-20180329-slice-4_cell-20180329-sample-4_icephys.nwb
20180329_sample_5,VCACE-5,sub-mouse-VCACE_ses-20180329-sample-5_slice-20180329-slice-5_cell-20180329-sample-5_icephys,sub-mouse-VCACE_ses-20180329-sample-5_slice-20180329-slice-5_cell-20180329-sample-5_icephys.nwb
20180329_sample_6,VCACE-6,sub-mouse-VCACE_ses-20180329-sample-6_slice-20180329-slice-6_cell-20180329-sample-6_icephys,sub-mouse-VCACE_ses-20180329-sample-6_slice-20180329-slice-6_cell-20180329-sample-6_icephys.nwb
20180329_sample_7,VCACE-7,sub-mouse-VCACE_ses-20180329-sample-7_slice-20180329-slice-7_cell-20180329-sample-7_icephys,sub-mouse-VCACE_ses-20180329-sample-7_slice-20180329-slice-7_cell-20180329-sample-7_icephys.nwb
20180329_sample_8,VCACE-8,sub-mouse-VCACE_ses-20180329-sample-8_slice-20180329-slice-8_cell-20180329-sample-8_icephys,sub-mouse-VCACE_ses-20180329-sample-8_slice-20180329-slice-8_cell-20180329-sample-8_icephys.nwb
20180403_sample_5,ONCAE-5,sub-mouse-ONCAE_ses-20180403-sample-5_slice-20180403-slice-5_cell-20180403-sample-5_icephys,sub-mouse-ONCAE_ses-20180403-sample-5_slice-20180403-slice-5_cell-20180403-sample-5_icephys.nwb
20180403_sample_6,ONCAE-6,sub-mouse-ONCAE_ses-20180403-sample-6_slice-20180403-slice-6_cell-20180403-sample-6_icephys,sub-mouse-ONCAE_ses-20180403-sample-6_slice-20180403-slice-6_cell-20180403-sample-6_icephys.nwb
20180403_sample_7,ONCAE-7,sub-mouse-ONCAE_ses-20180403-sample-7_slice-20180403-slice-7_cell-20180403-sample-7_icephys,sub-mouse-ONCAE_ses-20180403-sample-7_slice-20180403-slice-7_cell-20180403-sample-7_icephys.nwb
20180404_sample_1,ZWNGI-1,sub-mouse-ZWNGI_ses-20180404-sample-1_slice-20180404-slice-1_cell-20180404-sample-1_icephys,sub-mouse-ZWNGI_ses-20180404-sample-1_slice-20180404-slice-1_cell-20180404-sample-1_icephys.nwb
20180404_sample_2,ZWNGI-2,sub-mouse-ZWNGI_ses-20180404-sample-2_slice-20180404-slice-2_cell-20180404-sample-2_icephys,sub-mouse-ZWNGI_ses-20180404-sample-2_slice-20180404-slice-2_cell-20180404-sample-2_icephys.nwb
20180404_sample_3,ZWNGI-3,sub-mouse-ZWNGI_ses-20180404-sample-3_slice-20180404-slice-3_cell-20180404-sample-3_icephys,sub-mouse-ZWNGI_ses-20180404-sample-3_slice-20180404-slice-3_cell-20180404-sample-3_icephys.nwb
20180404_sample_4,ZWNGI-4,sub-mouse-ZWNGI_ses-20180404-sample-4_slice-20180404-slice-4_cell-20180404-sample-4_icephys,sub-mouse-ZWNGI_ses-20180404-sample-4_slice-20180404-slice-4_cell-20180404-sample-4_icephys.nwb
20180404_sample_5,ZWNGI-5,sub-mouse-ZWNGI_ses-20180404-sample-5_slice-20180404-slice-5_cell-20180404-sample-5_icephys,sub-mouse-ZWNGI_ses-20180404-sample-5_slice-20180404-slice-5_cell-20180404-sample-5_icephys.nwb
20180404_sample_7,ZWNGI-7,sub-mouse-ZWNGI_ses-20180404-sample-7_slice-20180404-slice-7_cell-20180404-sample-7_icephys,sub-mouse-ZWNGI_ses-20180404-sample-7_slice-20180404-slice-7_cell-20180404-sample-7_icephys.nwb
20180405_sample_1,OOZJM-1,sub-mouse-OOZJM_ses-20180405-sample-1_slice-20180405-slice-1_cell-20180405-sample-1_icephys,sub-mouse-OOZJM_ses-20180405-sample-1_slice-20180405-slice-1_cell-20180405-sample-1_icephys.nwb
20180405_sample_2,OOZJM-2,sub-mouse-OOZJM_ses-20180405-sample-2_slice-20180405-slice-2_cell-20180405-sample-2_icephys,sub-mouse-OOZJM_ses-20180405-sample-2_slice-20180405-slice-2_cell-20180405-sample-2_icephys.nwb
20180405_sample_3,OOZJM-3,sub-mouse-OOZJM_ses-20180405-sample-3_slice-20180405-slice-3_cell-20180405-sample-3_icephys,sub-mouse-OOZJM_ses-20180405-sample-3_slice-20180405-slice-3_cell-20180405-sample-3_icephys.nwb
20180410_sample_1,SGQTD-1,sub-mouse-SGQTD_ses-20180410-sample-1_slice-20180410-slice-1_cell-20180410-sample-1_icephys,sub-mouse-SGQTD_ses-20180410-sample-1_slice-20180410-slice-1_cell-20180410-sample-1_icephys.nwb
20180410_sample_3,SGQTD-3,sub-mouse-SGQTD_ses-20180410-sample-3_slice-20180410-slice-3_cell-20180410-sample-3_icephys,sub-mouse-SGQTD_ses-20180410-sample-3_slice-20180410-slice-3_cell-20180410-sample-3_icephys.nwb
20180410_sample_4,SGQTD-4,sub-mouse-SGQTD_ses-20180410-sample-4_slice-20180410-slice-4_cell-20180410-sample-4_icephys,sub-mouse-SGQTD_ses-20180410-sample-4_slice-20180410-slice-4_cell-20180410-sample-4_icephys.nwb
20180410_sample_5,SGQTD-5,sub-mouse-SGQTD_ses-20180410-sample-5_slice-20180410-slice-5_cell-20180410-sample-5_icephys,sub-mouse-SGQTD_ses-20180410-sample-5_slice-20180410-slice-5_cell-20180410-sample-5_icephys.nwb
20180410_sample_6,SGQTD-6,sub-mouse-SGQTD_ses-20180410-sample-6_slice-20180410-slice-5_cell-20180410-sample-6_icephys,sub-mouse-SGQTD_ses-20180410-sample-6_slice-20180410-slice-5_cell-20180410-sample-6_icephys.nwb
20180410_sample_9,SGQTD-9,sub-mouse-SGQTD_ses-20180410-sample-9_slice-20180410-slice-7_cell-20180410-sample-9_icephys,sub-mouse-SGQTD_ses-20180410-sample-9_slice-20180410-slice-7_cell-20180410-sample-9_icephys.nwb
20180411_sample_1,EWGMO-1,sub-mouse-EWGMO_ses-20180411-sample-1_slice-20180411-slice-1_cell-20180411-sample-1_icephys,sub-mouse-EWGMO_ses-20180411-sample-1_slice-20180411-slice-1_cell-20180411-sample-1_icephys.nwb
20180411_sample_3,EWGMO-3,sub-mouse-EWGMO_ses-20180411-sample-3_slice-20180411-slice-3_cell-20180411-sample-3_icephys,sub-mouse-EWGMO_ses-20180411-sample-3_slice-20180411-slice-3_cell-20180411-sample-3_icephys.nwb
20180411_sample_4,EWGMO-4,sub-mouse-EWGMO_ses-20180411-sample-4_slice-20180411-slice-4_cell-20180411-sample-4_icephys,sub-mouse-EWGMO_ses-20180411-sample-4_slice-20180411-slice-4_cell-20180411-sample-4_icephys.nwb
20180411_sample_5,EWGMO-5,sub-mouse-EWGMO_ses-20180411-sample-5_slice-20180411-slice-5_cell-20180411-sample-5_icephys,sub-mouse-EWGMO_ses-20180411-sample-5_slice-20180411-slice-5_cell-20180411-sample-5_icephys.nwb
20180412_sample_1,KDMGS-1,sub-mouse-KDMGS_ses-20180412-sample-1_slice-20180412-slice-1_cell-20180412-sample-1_icephys,sub-mouse-KDMGS_ses-20180412-sample-1_slice-20180412-slice-1_cell-20180412-sample-1_icephys.nwb
20180412_sample_2,KDMGS-2,sub-mouse-KDMGS_ses-20180412-sample-2_slice-20180412-slice-2_cell-20180412-sample-2_icephys,sub-mouse-KDMGS_ses-20180412-sample-2_slice-20180412-slice-2_cell-20180412-sample-2_icephys.nwb
20180412_sample_3,KDMGS-3,sub-mouse-KDMGS_ses-20180412-sample-3_slice-20180412-slice-3_cell-20180412-sample-3_icephys,sub-mouse-KDMGS_ses-20180412-sample-3_slice-20180412-slice-3_cell-20180412-sample-3_icephys.nwb
20180412_sample_4,KDMGS-4,sub-mouse-KDMGS_ses-20180412-sample-4_slice-20180412-slice-4_cell-20180412-sample-4_icephys,sub-mouse-KDMGS_ses-20180412-sample-4_slice-20180412-slice-4_cell-20180412-sample-4_icephys.nwb
20180412_sample_7,KDMGS-7,sub-mouse-KDMGS_ses-20180412-sample-7_slice-20180412-slice-7_cell-20180412-sample-7_icephys,sub-mouse-KDMGS_ses-20180412-sample-7_slice-20180412-slice-7_cell-20180412-sample-7_icephys.nwb
20180413_sample_2,VBJMY-2,sub-mouse-VBJMY_ses-20180413-sample-2_slice-20180413-slice-2_cell-20180413-sample-2_icephys,sub-mouse-VBJMY_ses-20180413-sample-2_slice-20180413-slice-2_cell-20180413-sample-2_icephys.nwb
20180413_sample_3,VBJMY-3,sub-mouse-VBJMY_ses-20180413-sample-3_slice-20180413-slice-3_cell-20180413-sample-3_icephys,sub-mouse-VBJMY_ses-20180413-sample-3_slice-20180413-slice-3_cell-20180413-sample-3_icephys.nwb
20180413_sample_4,VBJMY-4,sub-mouse-VBJMY_ses-20180413-sample-4_slice-20180413-slice-4_cell-20180413-sample-4_icephys,sub-mouse-VBJMY_ses-20180413-sample-4_slice-20180413-slice-4_cell-20180413-sample-4_icephys.nwb
20180417_sample_1,UFLLT-1,sub-mouse-UFLLT_ses-20180417-sample-1_slice-20180417-slice-1_cell-20180417-sample-1_icephys,sub-mouse-UFLLT_ses-20180417-sample-1_slice-20180417-slice-1_cell-20180417-sample-1_icephys.nwb
20180417_sample_2,UFLLT-2,sub-mouse-UFLLT_ses-20180417-sample-2_slice-20180417-slice-2_cell-20180417-sample-2_icephys,sub-mouse-UFLLT_ses-20180417-sample-2_slice-20180417-slice-2_cell-20180417-sample-2_icephys.nwb
20180417_sample_3,UFLLT-3,sub-mouse-UFLLT_ses-20180417-sample-3_slice-20180417-slice-3_cell-20180417-sample-3_icephys,sub-mouse-UFLLT_ses-20180417-sample-3_slice-20180417-slice-3_cell-20180417-sample-3_icephys.nwb
20180417_sample_4,UFLLT-4,sub-mouse-UFLLT_ses-20180417-sample-4_slice-20180417-slice-3_cell-20180417-sample-4_icephys,sub-mouse-UFLLT_ses-20180417-sample-4_slice-20180417-slice-3_cell-20180417-sample-4_icephys.nwb
20180417_sample_5,UFLLT-5,sub-mouse-UFLLT_ses-20180417-sample-5_slice-20180417-slice-4_cell-20180417-sample-5_icephys,sub-mouse-UFLLT_ses-20180417-sample-5_slice-20180417-slice-4_cell-20180417-sample-5_icephys.nwb
20180417_sample_6,UFLLT-6,sub-mouse-UFLLT_ses-20180417-sample-6_slice-20180417-slice-5_cell-20180417-sample-6_icephys,sub-mouse-UFLLT_ses-20180417-sample-6_slice-20180417-slice-5_cell-20180417-sample-6_icephys.nwb
20180417_sample_7,UFLLT-7,sub-mouse-UFLLT_ses-20180417-sample-7_slice-20180417-slice-6_cell-20180417-sample-7_icephys,sub-mouse-UFLLT_ses-20180417-sample-7_slice-20180417-slice-6_cell-20180417-sample-7_icephys.nwb
20180417_sample_8,UFLLT-8,sub-mouse-UFLLT_ses-20180417-sample-8_slice-20180417-slice-7_cell-20180417-sample-8_icephys,sub-mouse-UFLLT_ses-20180417-sample-8_slice-20180417-slice-7_cell-20180417-sample-8_icephys.nwb
20180417_sample_9,UFLLT-9,sub-mouse-UFLLT_ses-20180417-sample-9_slice-20180417-slice-8_cell-20180417-sample-9_icephys,sub-mouse-UFLLT_ses-20180417-sample-9_slice-20180417-slice-8_cell-20180417-sample-9_icephys.nwb
20180418_sample_1,KZWYG-1,sub-mouse-KZWYG_ses-20180418-sample-1_slice-20180418-slice-1_cell-20180418-sample-1_icephys,sub-mouse-KZWYG_ses-20180418-sample-1_slice-20180418-slice-1_cell-20180418-sample-1_icephys.nwb
20180418_sample_2,KZWYG-2,sub-mouse-KZWYG_ses-20180418-sample-2_slice-20180418-slice-2_cell-20180418-sample-2_icephys,sub-mouse-KZWYG_ses-20180418-sample-2_slice-20180418-slice-2_cell-20180418-sample-2_icephys.nwb
20180418_sample_3,KZWYG-3,sub-mouse-KZWYG_ses-20180418-sample-3_slice-20180418-slice-3_cell-20180418-sample-3_icephys,sub-mouse-KZWYG_ses-20180418-sample-3_slice-20180418-slice-3_cell-20180418-sample-3_icephys.nwb
20180418_sample_5,KZWYG-5,sub-mouse-KZWYG_ses-20180418-sample-5_slice-20180418-slice-5_cell-20180418-sample-5_icephys,sub-mouse-KZWYG_ses-20180418-sample-5_slice-20180418-slice-5_cell-20180418-sample-5_icephys.nwb
20180418_sample_6,KZWYG-6,sub-mouse-KZWYG_ses-20180418-sample-6_slice-20180418-slice-6_cell-20180418-sample-6_icephys,sub-mouse-KZWYG_ses-20180418-sample-6_slice-20180418-slice-6_cell-20180418-sample-6_icephys.nwb
20180420_sample_2,AAYYT-2,sub-mouse-AAYYT_ses-20180420-sample-2_slice-20180420-slice-2_cell-20180420-sample-2_icephys,sub-mouse-AAYYT_ses-20180420-sample-2_slice-20180420-slice-2_cell-20180420-sample-2_icephys.nwb
20180420_sample_3,AAYYT-3,sub-mouse-AAYYT_ses-20180420-sample-3_slice-20180420-slice-3_cell-20180420-sample-3_icephys,sub-mouse-AAYYT_ses-20180420-sample-3_slice-20180420-slice-3_cell-20180420-sample-3_icephys.nwb
20180420_sample_4,AAYYT-4,sub-mouse-AAYYT_ses-20180420-sample-4_slice-20180420-slice-4_cell-20180420-sample-4_icephys,sub-mouse-AAYYT_ses-20180420-sample-4_slice-20180420-slice-4_cell-20180420-sample-4_icephys.nwb
20180424_sample_1,MICGF-1,sub-mouse-MICGF_ses-20180424-sample-1_slice-20180424-slice-1_cell-20180424-sample-1_icephys,sub-mouse-MICGF_ses-20180424-sample-1_slice-20180424-slice-1_cell-20180424-sample-1_icephys.nwb
20180424_sample_2,MICGF-2,sub-mouse-MICGF_ses-20180424-sample-2_slice-20180424-slice-2_cell-20180424-sample-2_icephys,sub-mouse-MICGF_ses-20180424-sample-2_slice-20180424-slice-2_cell-20180424-sample-2_icephys.nwb
20180424_sample_3,MICGF-3,sub-mouse-MICGF_ses-20180424-sample-3_slice-20180424-slice-3_cell-20180424-sample-3_icephys,sub-mouse-MICGF_ses-20180424-sample-3_slice-20180424-slice-3_cell-20180424-sample-3_icephys.nwb
20180424_sample_6,MICGF-6,sub-mouse-MICGF_ses-20180424-sample-6_slice-20180424-slice-6_cell-20180424-sample-6_icephys,sub-mouse-MICGF_ses-20180424-sample-6_slice-20180424-slice-6_cell-20180424-sample-6_icephys.nwb
20180425_sample_2,HIEAS-2,sub-mouse-HIEAS_ses-20180425-sample-2_slice-20180425-slice-2_cell-20180425-sample-2_icephys,sub-mouse-HIEAS_ses-20180425-sample-2_slice-20180425-slice-2_cell-20180425-sample-2_icephys.nwb
20180425_sample_3,HIEAS-3,sub-mouse-HIEAS_ses-20180425-sample-3_slice-20180425-slice-2_cell-20180425-sample-3_icephys,sub-mouse-HIEAS_ses-20180425-sample-3_slice-20180425-slice-2_cell-20180425-sample-3_icephys.nwb
20180425_sample_4,HIEAS-4,sub-mouse-HIEAS_ses-20180425-sample-4_slice-20180425-slice-3_cell-20180425-sample-4_icephys,sub-mouse-HIEAS_ses-20180425-sample-4_slice-20180425-slice-3_cell-20180425-sample-4_icephys.nwb
20180425_sample_5,HIEAS-5,sub-mouse-HIEAS_ses-20180425-sample-5_slice-20180425-slice-4_cell-20180425-sample-5_icephys,sub-mouse-HIEAS_ses-20180425-sample-5_slice-20180425-slice-4_cell-20180425-sample-5_icephys.nwb
20180425_sample_7,HIEAS-7,sub-mouse-HIEAS_ses-20180425-sample-7_slice-20180425-slice-6_cell-20180425-sample-7_icephys,sub-mouse-HIEAS_ses-20180425-sample-7_slice-20180425-slice-6_cell-20180425-sample-7_icephys.nwb
20180425_sample_8,HIEAS-8,sub-mouse-HIEAS_ses-20180425-sample-8_slice-20180425-slice-7_cell-20180425-sample-8_icephys,sub-mouse-HIEAS_ses-20180425-sample-8_slice-20180425-slice-7_cell-20180425-sample-8_icephys.nwb
20180425_sample_9,HIEAS-9,sub-mouse-HIEAS_ses-20180425-sample-9_slice-20180425-slice-8_cell-20180425-sample-9_icephys,sub-mouse-HIEAS_ses-20180425-sample-9_slice-20180425-slice-8_cell-20180425-sample-9_icephys.nwb
20180426_sample_1,JLXOV-1,sub-mouse-JLXOV_ses-20180426-sample-1_slice-20180426-slice-1_cell-20180426-sample-1_icephys,sub-mouse-JLXOV_ses-20180426-sample-1_slice-20180426-slice-1_cell-20180426-sample-1_icephys.nwb
20180426_sample_3,JLXOV-3,sub-mouse-JLXOV_ses-20180426-sample-3_slice-20180426-slice-3_cell-20180426-sample-3_icephys,sub-mouse-JLXOV_ses-20180426-sample-3_slice-20180426-slice-3_cell-20180426-sample-3_icephys.nwb
20180426_sample_4,JLXOV-4,sub-mouse-JLXOV_ses-20180426-sample-4_slice-20180426-slice-4_cell-20180426-sample-4_icephys,sub-mouse-JLXOV_ses-20180426-sample-4_slice-20180426-slice-4_cell-20180426-sample-4_icephys.nwb
20180426_sample_5,JLXOV-5,sub-mouse-JLXOV_ses-20180426-sample-5_slice-20180426-slice-5_cell-20180426-sample-5_icephys,sub-mouse-JLXOV_ses-20180426-sample-5_slice-20180426-slice-5_cell-20180426-sample-5_icephys.nwb
20180426_sample_7,JLXOV-7,sub-mouse-JLXOV_ses-20180426-sample-7_slice-20180426-slice-7_cell-20180426-sample-7_icephys,sub-mouse-JLXOV_ses-20180426-sample-7_slice-20180426-slice-7_cell-20180426-sample-7_icephys.nwb
20180426_sample_9,JLXOV-9,sub-mouse-JLXOV_ses-20180426-sample-9_slice-20180426-slice-9_cell-20180426-sample-9_icephys,sub-mouse-JLXOV_ses-20180426-sample-9_slice-20180426-slice-9_cell-20180426-sample-9_icephys.nwb
20180501_sample_2,XITQQ-2,sub-mouse-XITQQ_ses-20180501-sample-2_slice-20180501-slice-2_cell-20180501-sample-2_icephys,sub-mouse-XITQQ_ses-20180501-sample-2_slice-20180501-slice-2_cell-20180501-sample-2_icephys.nwb
20180501_sample_3,XITQQ-3,sub-mouse-XITQQ_ses-20180501-sample-3_slice-20180501-slice-3_cell-20180501-sample-3_icephys,sub-mouse-XITQQ_ses-20180501-sample-3_slice-20180501-slice-3_cell-20180501-sample-3_icephys.nwb
20180501_sample_4,XITQQ-4,sub-mouse-XITQQ_ses-20180501-sample-4_slice-20180501-slice-4_cell-20180501-sample-4_icephys,sub-mouse-XITQQ_ses-20180501-sample-4_slice-20180501-slice-4_cell-20180501-sample-4_icephys.nwb
20180501_sample_5,XITQQ-5,sub-mouse-XITQQ_ses-20180501-sample-5_slice-20180501-slice-5_cell-20180501-sample-5_icephys,sub-mouse-XITQQ_ses-20180501-sample-5_slice-20180501-slice-5_cell-20180501-sample-5_icephys.nwb
20180501_sample_6,XITQQ-6,sub-mouse-XITQQ_ses-20180501-sample-6_slice-20180501-slice-6_cell-20180501-sample-6_icephys,sub-mouse-XITQQ_ses-20180501-sample-6_slice-20180501-slice-6_cell-20180501-sample-6_icephys.nwb
20180501_sample_7,XITQQ-7,sub-mouse-XITQQ_ses-20180501-sample-7_slice-20180501-slice-7_cell-20180501-sample-7_icephys,sub-mouse-XITQQ_ses-20180501-sample-7_slice-20180501-slice-7_cell-20180501-sample-7_icephys.nwb
20180501_sample_8,XITQQ-8,sub-mouse-XITQQ_ses-20180501-sample-8_slice-20180501-slice-8_cell-20180501-sample-8_icephys,sub-mouse-XITQQ_ses-20180501-sample-8_slice-20180501-slice-8_cell-20180501-sample-8_icephys.nwb
20180502_sample_1,ZTLGB-1,sub-mouse-ZTLGB_ses-20180502-sample-1_slice-20180502-slice-1_cell-20180502-sample-1_icephys,sub-mouse-ZTLGB_ses-20180502-sample-1_slice-20180502-slice-1_cell-20180502-sample-1_icephys.nwb
20180502_sample_2,ZTLGB-2,sub-mouse-ZTLGB_ses-20180502-sample-2_slice-20180502-slice-2_cell-20180502-sample-2_icephys,sub-mouse-ZTLGB_ses-20180502-sample-2_slice-20180502-slice-2_cell-20180502-sample-2_icephys.nwb
20180502_sample_3,ZTLGB-3,sub-mouse-ZTLGB_ses-20180502-sample-3_slice-20180502-slice-3_cell-20180502-sample-3_icephys,sub-mouse-ZTLGB_ses-20180502-sample-3_slice-20180502-slice-3_cell-20180502-sample-3_icephys.nwb
20180502_sample_4,ZTLGB-4,sub-mouse-ZTLGB_ses-20180502-sample-4_slice-20180502-slice-4_cell-20180502-sample-4_icephys,sub-mouse-ZTLGB_ses-20180502-sample-4_slice-20180502-slice-4_cell-20180502-sample-4_icephys.nwb
20180508_sample_1,CQEQX-1,sub-mouse-CQEQX_ses-20180508-sample-1_slice-20180508-slice-1_cell-20180508-sample-1_icephys,sub-mouse-CQEQX_ses-20180508-sample-1_slice-20180508-slice-1_cell-20180508-sample-1_icephys.nwb
20180508_sample_2,CQEQX-2,sub-mouse-CQEQX_ses-20180508-sample-2_slice-20180508-slice-2_cell-20180508-sample-2_icephys,sub-mouse-CQEQX_ses-20180508-sample-2_slice-20180508-slice-2_cell-20180508-sample-2_icephys.nwb
